n_cubes,overlap,clusterer,n_nodes,n_edges,n_components,n_cycles,overlap_ratio,mean_node_size,size_cv,graph_density,lcc_fraction,node_cohesion,cat_separation,size_penalty,composite_score,penalised_score
5,0.85,HDBSCAN,50,600,2,552,0.944,506.88,0.4953,0.4898,0.5,0.0037,0.0007,0.9975,0.4166,0.4156
8,0.35,AdaptiveDBSCAN,116,95,53,32,0.4026,11.16,0.9101,0.0142,0.0862,0.183,0.0982,0.9824,0.3269,0.3211
8,0.4,AdaptiveDBSCAN,128,118,55,45,0.4634,11.63,0.9756,0.0145,0.125,0.1403,0.0906,0.9749,0.3181,0.3101
6,0.45,AdaptiveDBSCAN,136,154,48,66,0.5302,11.1,1.084,0.0168,0.1029,0.1328,0.0969,0.9683,0.3165,0.3065
8,0.25,AdaptiveDBSCAN,97,54,55,12,0.2667,10.98,0.8751,0.0116,0.1031,0.1792,0.0993,0.9899,0.3095,0.3064
5,0.45,AdaptiveDBSCAN,141,139,55,53,0.5448,10.77,1.1539,0.0141,0.078,0.1472,0.0936,0.9634,0.3177,0.3061
5,0.4,AdaptiveDBSCAN,131,113,57,39,0.5022,10.55,1.1215,0.0133,0.0687,0.1479,0.106,0.9726,0.3125,0.3039
9,0.4,AdaptiveDBSCAN,154,193,49,88,0.5571,11.26,0.916,0.0164,0.0844,0.1398,0.0926,0.9468,0.3165,0.2997
9,0.3,AdaptiveDBSCAN,118,98,56,36,0.4088,11.53,0.8899,0.0142,0.1102,0.1499,0.0778,0.9813,0.3048,0.2991
9,0.35,AdaptiveDBSCAN,124,125,50,51,0.49,12.44,0.9047,0.0164,0.1048,0.1357,0.0779,0.9777,0.3051,0.2983
8,0.3,AdaptiveDBSCAN,98,60,51,13,0.3308,11.94,0.8913,0.0126,0.0816,0.1701,0.093,0.9896,0.3013,0.2982
6,0.4,AdaptiveDBSCAN,120,110,52,42,0.4544,11.06,1.0516,0.0154,0.125,0.1207,0.0933,0.9802,0.303,0.297
5,0.35,AdaptiveDBSCAN,120,99,53,32,0.4631,10.74,1.107,0.0139,0.1,0.1256,0.1048,0.9802,0.3022,0.2962
10,0.45,AdaptiveDBSCAN,182,265,47,130,0.6014,11.0,0.9122,0.0161,0.1099,0.14,0.0911,0.8849,0.3341,0.2956
5,0.5,AdaptiveDBSCAN,168,188,57,77,0.5935,10.03,1.1957,0.0134,0.0655,0.1414,0.0981,0.9213,0.3178,0.2928
5,0.2,AdaptiveDBSCAN,91,55,51,15,0.2952,10.95,1.031,0.0134,0.0769,0.1615,0.1079,0.9916,0.2932,0.2907
9,0.2,AdaptiveDBSCAN,105,78,51,24,0.2676,10.68,0.8349,0.0143,0.1048,0.1597,0.0947,0.9873,0.2938,0.2901
10,0.25,AdaptiveDBSCAN,121,100,54,33,0.3509,10.48,0.8251,0.0138,0.0826,0.1538,0.1,0.9796,0.2957,0.2897
7,0.4,AdaptiveDBSCAN,128,108,52,32,0.4477,11.2,1.0326,0.0133,0.0625,0.147,0.0956,0.9749,0.2959,0.2885
5,0.25,AdaptiveDBSCAN,102,73,50,21,0.3641,10.75,1.0604,0.0142,0.0784,0.1463,0.1017,0.9883,0.2911,0.2877
5,0.3,AdaptiveDBSCAN,110,92,49,31,0.4176,10.86,1.0541,0.0153,0.0818,0.1304,0.1026,0.9852,0.2897,0.2854
9,0.25,AdaptiveDBSCAN,110,87,55,32,0.3466,11.23,0.8428,0.0145,0.0909,0.1485,0.0866,0.9852,0.289,0.2847
10,0.3,AdaptiveDBSCAN,135,128,53,46,0.4086,10.13,0.8316,0.0142,0.0889,0.1347,0.0972,0.9692,0.2922,0.2832
10,0.35,AdaptiveDBSCAN,156,181,49,74,0.4862,10.02,0.8768,0.015,0.0962,0.1212,0.1024,0.9437,0.3,0.2831
6,0.5,AdaptiveDBSCAN,182,222,60,100,0.6236,9.98,1.1982,0.0135,0.0549,0.1363,0.1108,0.8849,0.3197,0.2829
11,0.4,AdaptiveDBSCAN,168,193,58,83,0.5227,10.5,0.8578,0.0138,0.0774,0.133,0.1017,0.9213,0.3065,0.2824
6,0.35,AdaptiveDBSCAN,119,90,60,31,0.3847,10.24,1.0684,0.0128,0.0924,0.1291,0.0991,0.9807,0.2864,0.2809
11,0.35,AdaptiveDBSCAN,157,164,61,68,0.4637,9.82,0.8472,0.0134,0.0828,0.127,0.1052,0.9421,0.2962,0.2791
9,0.45,AdaptiveDBSCAN,168,216,52,100,0.6022,11.54,0.9796,0.0154,0.0595,0.1231,0.0955,0.9213,0.3018,0.278
7,0.35,AdaptiveDBSCAN,121,95,51,25,0.38,10.5,1.0039,0.0131,0.1074,0.1211,0.0931,0.9796,0.2835,0.2777
8,0.45,AdaptiveDBSCAN,153,183,49,79,0.5295,11.53,0.982,0.0157,0.1046,0.1037,0.0912,0.9483,0.2928,0.2777
11,0.3,AdaptiveDBSCAN,135,115,62,42,0.4096,10.0,0.8163,0.0127,0.0667,0.1329,0.1072,0.9692,0.2857,0.2769
8,0.1,AdaptiveDBSCAN,85,20,69,4,0.1043,10.15,0.8527,0.0056,0.0706,0.1861,0.1067,0.993,0.2774,0.2755
11,0.2,AdaptiveDBSCAN,113,68,63,18,0.2792,10.08,0.7191,0.0107,0.0796,0.1465,0.102,0.9839,0.278,0.2735
7,0.45,AdaptiveDBSCAN,152,162,57,67,0.535,11.19,1.016,0.0141,0.0592,0.12,0.093,0.9498,0.2874,0.273
8,0.2,AdaptiveDBSCAN,93,34,64,5,0.191,10.53,0.8695,0.0079,0.0645,0.1681,0.1048,0.9911,0.2746,0.2722
10,0.4,AdaptiveDBSCAN,171,227,49,105,0.5513,10.49,0.9011,0.0156,0.0702,0.123,0.0913,0.9145,0.2963,0.271
9,0.15,AdaptiveDBSCAN,93,43,56,6,0.1613,10.4,0.7414,0.0101,0.1075,0.1512,0.0985,0.9911,0.2728,0.2704
8,0.35,HDBSCAN,179,168,73,62,0.4036,10.55,1.7455,0.0105,0.257,0.0507,0.101,0.8938,0.3015,0.2695
12,0.3,AdaptiveDBSCAN,150,139,59,48,0.3997,9.57,0.7572,0.0124,0.1,0.1132,0.1058,0.9526,0.2829,0.2695
10,0.15,AdaptiveDBSCAN,108,63,60,15,0.2067,9.68,0.8258,0.0109,0.0926,0.1464,0.104,0.9861,0.2725,0.2687
9,0.1,AdaptiveDBSCAN,84,30,59,5,0.106,10.44,0.7245,0.0086,0.0833,0.1743,0.0966,0.9932,0.27,0.2682
11,0.15,AdaptiveDBSCAN,102,54,61,13,0.2149,10.26,0.7547,0.0105,0.0882,0.1468,0.0944,0.9883,0.2683,0.2652
12,0.25,AdaptiveDBSCAN,136,99,63,26,0.3232,9.44,0.7424,0.0108,0.0662,0.1302,0.113,0.9683,0.2718,0.2632
7,0.25,AdaptiveDBSCAN,88,38,55,5,0.2323,11.2,0.9135,0.0099,0.0568,0.1558,0.0962,0.9923,0.2652,0.2632
5,0.15,AdaptiveDBSCAN,85,36,56,7,0.2363,10.71,1.0154,0.0101,0.0706,0.1442,0.1004,0.993,0.2648,0.2629
11,0.25,AdaptiveDBSCAN,122,83,64,25,0.3548,10.05,0.7431,0.0112,0.0492,0.1295,0.1096,0.979,0.2677,0.2621
10,0.2,AdaptiveDBSCAN,116,77,59,20,0.269,9.87,0.8189,0.0115,0.0948,0.1263,0.0982,0.9824,0.2661,0.2614
8,0.15,AdaptiveDBSCAN,87,29,63,5,0.1492,10.63,0.8617,0.0078,0.0805,0.1546,0.1021,0.9925,0.2633,0.2613
9,0.5,AdaptiveDBSCAN,190,273,50,133,0.6363,11.39,1.0488,0.0152,0.0632,0.121,0.0879,0.8581,0.3043,0.2611
6,0.3,AdaptiveDBSCAN,100,59,58,17,0.3065,11.19,0.9372,0.0119,0.06,0.1353,0.0956,0.989,0.263,0.2601
7,0.55,AdaptiveDBSCAN,217,460,51,294,0.6853,11.07,1.1692,0.0196,0.1751,0.1093,0.0977,0.7291,0.3553,0.259
13,0.3,AdaptiveDBSCAN,158,170,56,68,0.4238,9.77,0.7193,0.0137,0.0696,0.1183,0.0994,0.9405,0.2751,0.2587
8,0.5,AdaptiveDBSCAN,186,263,48,125,0.6196,11.6,1.0115,0.0153,0.0645,0.1101,0.0886,0.8721,0.2942,0.2566
12,0.15,AdaptiveDBSCAN,117,59,68,10,0.2006,9.03,0.7029,0.0087,0.0598,0.1373,0.1273,0.9818,0.2603,0.2556
15,0.35,AdaptiveDBSCAN,175,195,54,74,0.4735,9.7,0.7087,0.0128,0.1029,0.0937,0.1074,0.9047,0.2822,0.2553
7,0.2,AdaptiveDBSCAN,81,26,55,0,0.1864,11.46,0.9104,0.008,0.0494,0.1566,0.0985,0.9938,0.2561,0.2545
12,0.35,AdaptiveDBSCAN,172,185,60,73,0.4788,9.48,0.8026,0.0126,0.0581,0.1144,0.1063,0.9121,0.279,0.2545
11,0.1,AdaptiveDBSCAN,95,48,59,12,0.1585,10.09,0.703,0.0108,0.0947,0.1393,0.095,0.9905,0.2565,0.2541
5,0.1,AdaptiveDBSCAN,79,27,55,3,0.1498,10.99,1.0415,0.0088,0.0633,0.1563,0.0976,0.9941,0.2555,0.254
7,0.1,AdaptiveDBSCAN,75,16,59,0,0.0856,10.75,0.8914,0.0058,0.0533,0.1703,0.1059,0.9948,0.2548,0.2535
17,0.15,AdaptiveDBSCAN,120,56,67,3,0.1604,9.25,0.6564,0.0078,0.0917,0.1298,0.1175,0.9802,0.2577,0.2526
17,0.2,AdaptiveDBSCAN,136,107,53,24,0.2446,9.2,0.6687,0.0117,0.1103,0.1073,0.1136,0.9683,0.2608,0.2525
13,0.25,AdaptiveDBSCAN,136,117,56,37,0.3394,9.68,0.7291,0.0127,0.0735,0.1135,0.103,0.9683,0.2608,0.2525
12,0.4,AdaptiveDBSCAN,193,250,54,111,0.5416,9.72,0.8492,0.0135,0.0674,0.1229,0.1019,0.8468,0.2978,0.2522
7,0.15,AdaptiveDBSCAN,79,24,55,0,0.1374,10.96,0.9132,0.0078,0.0506,0.16,0.1039,0.9941,0.2535,0.252
7,0.3,AdaptiveDBSCAN,100,55,54,9,0.3049,10.89,0.9483,0.0111,0.05,0.1275,0.0949,0.989,0.2523,0.2495
5,0.55,AdaptiveDBSCAN,210,329,59,178,0.6553,9.35,1.2715,0.015,0.0524,0.1356,0.1143,0.7685,0.3247,0.2495
17,0.35,AdaptiveDBSCAN,197,243,53,99,0.4806,9.15,0.6882,0.0126,0.0863,0.1219,0.1144,0.8306,0.3004,0.2495
12,0.1,AdaptiveDBSCAN,106,46,66,6,0.1381,9.08,0.7243,0.0083,0.066,0.1369,0.1253,0.9869,0.2516,0.2483
17,0.25,AdaptiveDBSCAN,155,150,52,47,0.3322,9.26,0.7033,0.0126,0.0645,0.1167,0.113,0.9453,0.2624,0.248
6,0.2,AdaptiveDBSCAN,83,35,57,9,0.1781,11.23,0.9612,0.0103,0.0723,0.1402,0.0923,0.9934,0.2496,0.248
17,0.1,AdaptiveDBSCAN,113,36,78,1,0.0935,8.89,0.6389,0.0057,0.0708,0.1477,0.1171,0.9839,0.2511,0.2471
6,0.25,AdaptiveDBSCAN,98,51,59,12,0.2483,10.6,0.9479,0.0107,0.051,0.133,0.0996,0.9896,0.2496,0.247
10,0.1,AdaptiveDBSCAN,97,37,65,5,0.1183,9.67,0.7768,0.0079,0.0619,0.1486,0.1106,0.9899,0.2494,0.2469
13,0.35,AdaptiveDBSCAN,178,210,57,89,0.4997,9.86,0.7718,0.0133,0.0618,0.0999,0.1009,0.8966,0.2709,0.2429
7,0.5,AdaptiveDBSCAN,194,263,56,125,0.6218,10.64,1.0891,0.014,0.0619,0.1013,0.0919,0.8429,0.2882,0.2429
11,0.45,AdaptiveDBSCAN,194,264,55,125,0.585,10.61,0.9212,0.0141,0.0825,0.0889,0.1056,0.8429,0.2873,0.2422
15,0.4,AdaptiveDBSCAN,205,273,51,119,0.5499,9.72,0.7018,0.0131,0.0732,0.1185,0.1118,0.7941,0.3025,0.2402
10,0.5,AdaptiveDBSCAN,209,319,50,160,0.6435,10.86,0.9496,0.0147,0.0622,0.1233,0.0935,0.7738,0.3091,0.2392
15,0.3,AdaptiveDBSCAN,154,152,57,55,0.3901,9.72,0.7034,0.0129,0.0584,0.1001,0.1019,0.9468,0.2521,0.2387
15,0.2,AdaptiveDBSCAN,129,110,54,35,0.2611,9.62,0.6899,0.0133,0.062,0.112,0.1061,0.9742,0.2433,0.237
12,0.45,AdaptiveDBSCAN,213,300,53,140,0.6012,9.97,0.8341,0.0133,0.0798,0.119,0.1099,0.7521,0.3133,0.2356
12,0.2,AdaptiveDBSCAN,124,75,64,15,0.2699,9.5,0.721,0.0098,0.0565,0.102,0.1199,0.9777,0.2406,0.2352
13,0.2,AdaptiveDBSCAN,123,89,61,27,0.2687,9.47,0.7044,0.0119,0.0488,0.1156,0.1031,0.9783,0.2404,0.2352
6,0.15,AdaptiveDBSCAN,79,26,59,6,0.106,11.1,0.9123,0.0084,0.0759,0.1341,0.0927,0.9941,0.235,0.2336
6,0.1,AdaptiveDBSCAN,75,14,63,2,0.0558,10.75,0.9299,0.005,0.0667,0.1469,0.0958,0.9948,0.2338,0.2326
8,0.25,HDBSCAN,155,91,85,21,0.2612,9.24,1.4819,0.0076,0.1419,0.062,0.1211,0.9453,0.246,0.2325
15,0.15,AdaptiveDBSCAN,118,74,64,20,0.1855,9.46,0.6796,0.0107,0.0593,0.1196,0.1092,0.9813,0.2368,0.2324
20,0.3,AdaptiveDBSCAN,187,232,53,98,0.4065,8.95,0.5987,0.0133,0.1123,0.0717,0.127,0.8688,0.2668,0.2318
17,0.3,AdaptiveDBSCAN,182,200,55,73,0.4058,8.77,0.6799,0.0121,0.0549,0.1007,0.1195,0.8849,0.2609,0.2309
13,0.4,AdaptiveDBSCAN,195,254,53,112,0.5582,10.01,0.7945,0.0134,0.0564,0.0902,0.1094,0.8389,0.2743,0.2301
13,0.1,AdaptiveDBSCAN,113,49,69,5,0.1539,8.91,0.6821,0.0077,0.0442,0.1286,0.1128,0.9839,0.2335,0.2297
13,0.15,AdaptiveDBSCAN,115,68,62,15,0.2105,9.46,0.6985,0.0104,0.0522,0.1157,0.1058,0.9829,0.2335,0.2295
8,0.2,HDBSCAN,138,55,94,11,0.1899,9.31,1.5156,0.0058,0.0942,0.0925,0.119,0.9664,0.2361,0.2282
9,0.25,HDBSCAN,187,182,71,66,0.3679,9.59,1.5114,0.0105,0.1658,0.0503,0.1121,0.8688,0.2611,0.2268
15,0.1,AdaptiveDBSCAN,107,55,62,10,0.1156,9.46,0.6447,0.0097,0.0561,0.1308,0.1022,0.9865,0.2296,0.2265
15,0.25,AdaptiveDBSCAN,138,121,56,39,0.3124,9.67,0.7034,0.0128,0.0797,0.0803,0.1032,0.9664,0.2341,0.2262
5,0.45,HDBSCAN,226,275,69,118,0.5497,10.86,2.3597,0.0108,0.2434,0.0659,0.1032,0.6726,0.3319,0.2232
11,0.25,HDBSCAN,193,163,82,52,0.3669,8.8,1.3588,0.0088,0.1244,0.0656,0.1334,0.8468,0.2636,0.2232
20,0.35,AdaptiveDBSCAN,204,290,47,133,0.4828,9.43,0.6432,0.014,0.1373,0.0626,0.1163,0.799,0.2787,0.2227
20,0.25,AdaptiveDBSCAN,172,180,56,64,0.3519,8.89,0.5887,0.0122,0.064,0.0782,0.1265,0.9121,0.242,0.2207
11,0.15,HDBSCAN,153,94,84,25,0.2248,9.07,1.2357,0.0081,0.0719,0.0896,0.1227,0.9483,0.2316,0.2196
5,0.2,HDBSCAN,151,101,73,23,0.2849,10.11,2.2489,0.0089,0.1854,0.0148,0.1145,0.9512,0.2302,0.219
6,0.55,AdaptiveDBSCAN,222,399,56,233,0.6889,9.99,1.2155,0.0163,0.0495,0.1195,0.1066,0.6985,0.3136,0.219
20,0.2,AdaptiveDBSCAN,156,129,65,38,0.2741,8.7,0.5826,0.0107,0.0641,0.0837,0.121,0.9437,0.2312,0.2182
5,0.35,HDBSCAN,215,188,93,66,0.4767,8.97,1.9877,0.0082,0.1535,0.0673,0.1301,0.7408,0.2939,0.2177
8,0.15,HDBSCAN,134,47,96,9,0.1472,9.13,1.4654,0.0053,0.0746,0.0938,0.1245,0.9701,0.224,0.2173
11,0.2,HDBSCAN,170,127,77,34,0.2965,9.01,1.2401,0.0088,0.1059,0.0563,0.1325,0.9168,0.2368,0.2171
13,0.45,AdaptiveDBSCAN,222,306,58,142,0.6174,10.0,0.8207,0.0125,0.0811,0.1067,0.1148,0.6985,0.3092,0.216
5,0.25,HDBSCAN,172,131,78,37,0.362,9.67,2.2498,0.0089,0.157,0.0218,0.1162,0.9121,0.2366,0.2158
10,0.3,HDBSCAN,222,244,77,99,0.4499,9.08,1.3485,0.0099,0.1847,0.0735,0.1227,0.6985,0.3044,0.2126
25,0.3,AdaptiveDBSCAN,210,280,51,121,0.4498,8.87,0.5693,0.0128,0.1286,0.0716,0.1151,0.7685,0.2759,0.212
8,0.1,HDBSCAN,126,33,100,7,0.1015,9.22,1.4423,0.0042,0.0794,0.0946,0.1194,0.9763,0.2171,0.212
13,0.15,HDBSCAN,176,121,94,39,0.2243,7.73,1.0232,0.0079,0.0625,0.0912,0.1366,0.902,0.2345,0.2115
15,0.45,AdaptiveDBSCAN,229,348,46,165,0.6113,10.09,0.7665,0.0133,0.1397,0.0945,0.1115,0.6525,0.3227,0.2106
25,0.25,AdaptiveDBSCAN,192,207,60,75,0.3675,8.65,0.5509,0.0113,0.125,0.0544,0.1143,0.8507,0.2476,0.2106
9,0.2,HDBSCAN,174,155,72,53,0.2824,8.95,1.4555,0.0103,0.1437,0.0347,0.1261,0.9072,0.2318,0.2103
8,0.3,HDBSCAN,157,107,76,26,0.3144,10.29,1.5897,0.0087,0.1338,0.0292,0.1099,0.9421,0.2219,0.2091
5,0.15,HDBSCAN,147,78,86,17,0.2356,9.21,1.9353,0.0073,0.0612,0.0759,0.1223,0.9565,0.2183,0.2088
20,0.15,AdaptiveDBSCAN,148,105,70,27,0.2029,8.46,0.6014,0.0097,0.0676,0.0733,0.1269,0.9552,0.2157,0.206
10,0.25,HDBSCAN,178,190,59,71,0.3843,10.88,1.5068,0.0121,0.1404,0.0222,0.1062,0.8966,0.2293,0.2056
11,0.5,AdaptiveDBSCAN,230,357,50,177,0.6435,10.4,0.9074,0.0136,0.087,0.1096,0.1048,0.6457,0.314,0.2027
9,0.15,HDBSCAN,145,98,69,22,0.1792,9.5,1.3909,0.0094,0.1241,0.0452,0.1187,0.9589,0.2114,0.2027
9,0.3,HDBSCAN,202,240,59,97,0.4489,10.55,1.6064,0.0118,0.1584,0.0239,0.1081,0.8085,0.2496,0.2018
7,0.25,HDBSCAN,149,69,86,6,0.246,9.28,1.6369,0.0063,0.0604,0.0624,0.1258,0.9539,0.211,0.2013
12,0.1,HDBSCAN,161,71,103,13,0.1386,7.89,1.1153,0.0055,0.0559,0.0808,0.149,0.9352,0.215,0.2011
25,0.15,AdaptiveDBSCAN,161,130,68,37,0.2116,8.22,0.5413,0.0101,0.087,0.0553,0.1311,0.9352,0.2136,0.1998
30,0.2,AdaptiveDBSCAN,185,185,61,61,0.2774,8.09,0.4741,0.0109,0.0811,0.0716,0.117,0.8754,0.2282,0.1998
11,0.3,HDBSCAN,209,217,69,77,0.4152,9.17,1.442,0.01,0.1531,0.0382,0.1208,0.7738,0.2579,0.1996
25,0.1,AdaptiveDBSCAN,147,73,82,8,0.133,8.08,0.5312,0.0068,0.0408,0.0888,0.1351,0.9565,0.2079,0.1989
20,0.1,AdaptiveDBSCAN,128,64,72,8,0.1212,8.7,0.5767,0.0079,0.0547,0.0897,0.1142,0.9749,0.2039,0.1988
11,0.1,HDBSCAN,144,66,93,15,0.1541,8.74,1.0222,0.0064,0.0625,0.0704,0.1354,0.9601,0.2069,0.1986
7,0.2,HDBSCAN,138,53,85,0,0.2018,9.48,1.6156,0.0056,0.0725,0.0558,0.129,0.9664,0.2053,0.1984
30,0.15,AdaptiveDBSCAN,178,161,56,39,0.2135,7.81,0.4871,0.0102,0.0787,0.0708,0.1272,0.8966,0.2204,0.1976
12,0.25,HDBSCAN,202,172,77,47,0.345,8.59,1.2892,0.0085,0.0941,0.0639,0.1287,0.8085,0.2439,0.1972
5,0.4,HDBSCAN,223,227,85,89,0.5073,9.57,2.0721,0.0092,0.1525,0.0547,0.1199,0.6921,0.2847,0.197
17,0.4,AdaptiveDBSCAN,228,325,51,148,0.5438,9.02,0.7288,0.0126,0.0833,0.1076,0.1118,0.6593,0.2976,0.1962
6,0.3,HDBSCAN,186,140,89,43,0.3229,8.41,2.0866,0.0081,0.1237,0.0232,0.1352,0.8721,0.2249,0.1961
7,0.3,HDBSCAN,182,109,88,15,0.3095,8.13,1.6158,0.0066,0.0604,0.0545,0.1402,0.8849,0.2214,0.1959
12,0.5,AdaptiveDBSCAN,238,368,54,184,0.6567,10.63,0.8847,0.013,0.0924,0.1345,0.0931,0.589,0.3324,0.1958
15,0.15,HDBSCAN,169,117,78,26,0.2054,8.59,1.1067,0.0082,0.0651,0.0689,0.1287,0.9191,0.2125,0.1953
30,0.25,AdaptiveDBSCAN,198,226,56,84,0.3533,8.33,0.4836,0.0116,0.0909,0.0605,0.1165,0.8264,0.2362,0.1952
12,0.2,HDBSCAN,186,140,79,33,0.2915,8.48,1.1752,0.0081,0.0806,0.0509,0.1383,0.8721,0.2236,0.195
5,0.3,HDBSCAN,195,142,92,39,0.4178,8.92,2.148,0.0075,0.0513,0.0555,0.1311,0.8389,0.2321,0.1947
20,0.4,AdaptiveDBSCAN,218,327,49,158,0.5533,9.99,0.6529,0.0138,0.0917,0.0663,0.1047,0.7231,0.2687,0.1943
15,0.1,HDBSCAN,159,91,86,18,0.1445,8.31,1.0219,0.0072,0.0629,0.0765,0.1267,0.9388,0.2065,0.1939
7,0.15,HDBSCAN,129,42,87,0,0.1582,9.6,1.541,0.0051,0.062,0.0645,0.1237,0.9742,0.198,0.1929
12,0.3,HDBSCAN,216,217,77,78,0.4117,9.18,1.359,0.0093,0.1528,0.0457,0.1179,0.735,0.2616,0.1923
9,0.1,HDBSCAN,139,62,85,8,0.1155,8.84,1.3014,0.0065,0.0576,0.0773,0.1223,0.9654,0.1982,0.1913
17,0.2,HDBSCAN,194,158,75,39,0.2627,7.93,0.9327,0.0084,0.1082,0.0471,0.1361,0.8429,0.2269,0.1913
9,0.55,AdaptiveDBSCAN,230,446,45,261,0.6771,11.08,1.0518,0.0169,0.0739,0.0953,0.0874,0.6457,0.296,0.1911
30,0.3,AdaptiveDBSCAN,217,290,51,124,0.4188,8.45,0.51,0.0124,0.1429,0.0503,0.1142,0.7291,0.2605,0.1899
17,0.15,HDBSCAN,169,91,89,11,0.1801,8.15,0.8967,0.0064,0.0592,0.0654,0.1353,0.9191,0.2059,0.1892
12,0.15,HDBSCAN,169,99,91,21,0.2099,8.37,1.1662,0.007,0.0592,0.0551,0.1388,0.9191,0.2045,0.188
7,0.4,HDBSCAN,223,202,78,57,0.4319,8.56,1.7332,0.0082,0.157,0.0474,0.1267,0.6921,0.2716,0.188
25,0.2,AdaptiveDBSCAN,181,171,66,56,0.2959,8.31,0.5666,0.0105,0.0608,0.0524,0.1242,0.888,0.2111,0.1875
6,0.25,HDBSCAN,173,98,101,26,0.2555,8.19,1.9103,0.0066,0.0636,0.0457,0.133,0.9097,0.2043,0.1859
8,0.55,AdaptiveDBSCAN,239,534,47,342,0.695,11.02,1.046,0.0188,0.0879,0.1111,0.0898,0.5818,0.3178,0.1849
13,0.2,HDBSCAN,190,153,86,49,0.2911,8.1,1.1502,0.0085,0.0632,0.0553,0.1266,0.8581,0.2145,0.1841
13,0.1,HDBSCAN,163,91,92,20,0.1729,7.91,0.9964,0.0069,0.0613,0.0522,0.1349,0.9315,0.1955,0.1821
10,0.55,AdaptiveDBSCAN,241,502,48,309,0.6926,11.16,0.968,0.0174,0.1037,0.1015,0.0966,0.5671,0.3197,0.1813
10,0.15,HDBSCAN,152,96,81,25,0.2243,9.59,1.4463,0.0084,0.0592,0.0413,0.1226,0.9498,0.1897,0.1802
35,0.2,AdaptiveDBSCAN,205,196,64,55,0.2948,7.73,0.4789,0.0094,0.0878,0.0563,0.1258,0.7941,0.226,0.1795
7,0.1,HDBSCAN,116,31,85,0,0.1031,10.03,1.5212,0.0046,0.0517,0.0641,0.1156,0.9824,0.181,0.1778
